2	0.03298988	prolog.exe	IRP_MJ_CREATE	Npdrv2	SUCCESS	Options: Open 	
210	0.00000116	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 84: 72 16 01 30 16 06 39 39 39 39 39 39 16 07 2D 39 39 39 39 39 39 16 13 53 50 54 39 34 33 2E 31 76 32 2E 30 2E 30 2E 33 2E 30 31 41 04 6E D7 00 00 16 02 39 39 16 08 31 31 31 31 31 31 31 31 16 03 31 32 30 16 02 37 30 16 02 37 30 16 01 31 16 02 31 30 4A 59 	
211	0.00004628	prolog.exe	IRP_MJ_WRITE	Npdrv2	SUCCESS	Length 70: 10 FF 90 12 00 3D 00 72 4A 03 01 07 00 4A 03 01 08 00 4A 03 01 09 00 4A 03 01 0A 00 4A 03 01 0B 00 4A 03 01 0C 00 4A 03 01 0D 00 4A 03 01 0E 00 4A 03 01 0F 00 4A 03 01 10 00 4A 03 01 11 00 4A 03 01 12 00 8B C2 	
212	0.10973476	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: 10 	
213	0.00000360	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: FF 	
214	0.00000192	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: 90 	
215	0.00000192	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 4: 12 00 32 00 	
216	0.00000196	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 52: 72 16 02 31 30 16 01 32 16 01 32 16 01 32 16 01 30 16 03 30 2E 31 16 05 39 39 39 39 39 16 01 30 16 01 30 16 03 30 2E 31 16 05 39 39 39 39 39 16 01 30 AD F6 	
217	0.00010276	prolog.exe	IRP_MJ_WRITE	Npdrv2	SUCCESS	Length 70: 10 FF 90 13 00 3D 00 72 4A 03 01 13 00 4A 03 01 14 00 4A 03 01 15 00 4A 03 01 16 00 4A 03 01 17 00 4A 03 01 18 00 4A 03 01 19 00 4A 03 01 1A 00 4A 03 01 1B 00 4A 03 01 1C 00 4A 03 01 1D 00 4A 03 01 1E 00 B4 59 	
218	0.10912832	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: 10 	
219	0.00000312	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: FF 	
220	0.00000140	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: 90 	
221	0.00000144	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 4: 13 00 2B 00 	
222	0.00000140	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 45: 72 16 01 30 16 03 30 2E 31 16 05 39 39 39 39 39 16 01 30 16 01 30 16 01 30 16 01 30 16 01 30 16 01 30 16 01 30 16 01 30 16 01 30 AD E6 	
223	0.00008304	prolog.exe	IRP_MJ_WRITE	Npdrv2	SUCCESS	Length 70: 10 FF 90 14 00 3D 00 72 4A 03 01 1F 00 4A 03 01 20 00 4A 03 01 21 00 4A 03 01 22 00 4A 03 02 00 00 4A 03 02 01 00 4A 03 02 02 00 4A 03 02 03 00 4A 03 02 04 00 4A 03 02 05 00 4A 03 02 06 00 4A 03 02 07 00 33 0B 	
224	0.12961996	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: 10 	
225	0.00000304	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: FF 	
226	0.00000116	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: 90 	
227	0.00000112	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 4: 14 00 4F 00 	
228	0.00000120	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 81: 72 16 08 31 30 30 30 30 30 30 30 16 08 31 30 30 30 30 30 30 30 16 08 30 30 30 30 30 30 30 30 16 08 30 30 31 30 30 30 30 30 16 02 39 39 16 08 32 32 32 32 32 32 32 32 16 03 31 32 30 16 02 37 30 16 02 37 30 16 01 31 16 02 31 30 16 02 31 30 5E 58 	
229	0.00000400	prolog.exe	IRP_MJ_WRITE	Npdrv2	SUCCESS	Length 70: 10 FF 90 15 00 3D 00 72 4A 03 02 08 00 4A 03 02 09 00 4A 03 02 0A 00 4A 03 02 0B 00 4A 03 02 0C 00 4A 03 02 0D 00 4A 03 02 0E 00 4A 03 02 0F 00 4A 03 02 10 00 4A 03 02 11 00 4A 03 02 12 00 4A 03 02 13 00 20 1C 	
230	0.10977516	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: 10 	
231	0.00000788	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: FF 	
232	0.00000220	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: 90 	
233	0.00000220	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 4: 15 00 31 00 	
234	0.00000224	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 51: 72 16 01 32 16 01 32 16 01 32 16 01 30 16 03 30 2E 31 16 05 39 39 39 39 39 16 01 30 16 01 30 16 03 30 2E 31 16 05 39 39 39 39 39 16 01 30 16 01 30 50 89 	
235	0.00000976	prolog.exe	IRP_MJ_WRITE	Npdrv2	SUCCESS	Length 70: 10 FF 90 16 00 3D 00 72 4A 03 02 14 00 4A 03 02 15 00 4A 03 02 16 00 4A 03 02 17 00 4A 03 02 18 00 4A 03 02 19 00 4A 03 02 1A 00 4A 03 02 1B 00 4A 03 02 1C 00 4A 03 02 1D 00 4A 03 02 1E 00 4A 03 02 1F 00 1A E3 	
236	0.10911028	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: 10 	
237	0.00000540	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: FF 	
238	0.00000192	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: 90 	
239	0.00000192	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 4: 16 00 32 00 	
240	0.00000200	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 52: 72 16 03 30 2E 31 16 05 39 39 39 39 39 16 01 30 16 01 30 16 01 30 16 01 30 16 01 30 16 01 30 16 01 30 16 01 30 16 01 30 16 08 31 30 30 30 30 30 30 30 05 90 	
241	0.00001404	prolog.exe	IRP_MJ_WRITE	Npdrv2	SUCCESS	Length 25: 10 FF 90 17 00 10 00 72 4A 03 02 20 00 4A 03 02 21 00 4A 03 02 22 00 8E 65 	
242	0.05945440	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: 10 	
243	0.00000368	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: FF 	
244	0.00000196	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: 90 	
245	0.00000192	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 4: 17 00 1F 00 	
246	0.00000204	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 33: 72 16 08 31 30 30 30 30 30 30 30 16 08 30 30 30 30 30 30 30 30 16 08 30 30 31 30 30 30 30 30 60 29 	
247	0.00009040	prolog.exe	IRP_MJ_WRITE	Npdrv2	SUCCESS	Length 20: 10 FF 90 18 00 0B 00 72 4A 03 00 01 04 4A 03 00 00 04 3B 1A 	
248	0.03951068	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: 10 	
249	0.00000160	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: FF 	
250	0.00000108	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: 90 	
251	0.00000108	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 4: 18 00 0D 00 	
252	0.00000108	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 15: 72 48 04 1D 09 0F 01 47 04 00 10 07 10 17 A4 	
253	0.00004396	prolog.exe	IRP_MJ_WRITE	Npdrv2	SUCCESS	Length 70: 10 FF 90 19 00 3D 00 72 4A 03 00 00 08 4A 03 01 00 08 4A 03 01 01 08 4A 03 01 02 08 4A 03 01 03 08 4A 03 01 04 08 4A 03 01 05 08 4A 03 01 06 08 4A 03 01 07 08 4A 03 01 08 08 4A 03 01 09 08 4A 03 01 0A 08 71 24 	
254	0.11978764	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: 10 	
255	0.00000468	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: FF 	
256	0.00000192	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: 90 	
257	0.00000188	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 4: 19 00 6D 00 	
258	0.00980364	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 111: 72 44 08 00 00 00 00 00 00 00 00 44 08 00 00 00 00 00 00 00 00 44 08 00 00 00 00 00 00 00 00 44 08 00 00 00 00 00 00 00 00 44 08 00 00 00 00 00 00 00 00 44 08 00 00 00 00 00 00 00 00 44 08 00 00 00 00 00 00 00 00 44 08 00 00 00 00 00 00 00 00 44 08 00 00 00 00 00 00 00 00 43 04 00 00 00 00 43 04 00 00 00 00 43 04 00 00 00 00 CA 98 	
259	0.00001748	prolog.exe	IRP_MJ_WRITE	Npdrv2	SUCCESS	Length 70: 10 FF 90 1A 00 3D 00 72 4A 03 01 0B 08 4A 03 01 0C 08 4A 03 01 0D 08 4A 03 01 0E 08 4A 03 01 0F 08 4A 03 02 00 08 4A 03 02 01 08 4A 03 02 02 08 4A 03 02 03 08 4A 03 02 04 08 4A 03 02 05 08 4A 03 02 06 08 EE FF 	
260	0.11938492	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: 10 	
261	0.00000576	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: FF 	
262	0.00000188	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: 90 	
263	0.00000192	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 4: 1A 00 65 00 	
264	0.00000212	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 103: 72 43 04 00 00 00 00 43 04 00 00 00 00 43 04 00 00 00 00 43 04 00 00 00 00 43 04 00 00 00 00 44 08 00 00 00 00 00 00 00 00 44 08 00 00 00 00 00 00 00 00 44 08 00 00 00 00 00 00 00 00 44 08 00 00 00 00 00 00 00 00 44 08 00 00 00 00 00 00 00 00 44 08 00 00 00 00 00 00 00 00 44 08 00 00 00 00 00 00 00 00 E4 2B 	
265	0.00001364	prolog.exe	IRP_MJ_WRITE	Npdrv2	SUCCESS	Length 55: 10 FF 90 1B 00 2E 00 72 4A 03 02 07 08 4A 03 02 08 08 4A 03 02 09 08 4A 03 02 0A 08 4A 03 02 0B 08 4A 03 02 0C 08 4A 03 02 0D 08 4A 03 02 0E 08 4A 03 02 0F 08 FF 1E 	
266	0.08935560	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: 10 	
267	0.00000372	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: FF 	
268	0.00000196	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: 90 	
269	0.00000192	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 4: 1B 00 3B 00 	
270	0.00000196	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 61: 72 44 08 00 00 00 00 00 00 00 00 43 04 00 00 00 00 43 04 00 00 00 00 43 04 00 00 00 00 43 04 00 00 00 00 43 04 00 00 00 00 43 04 00 00 00 00 43 04 00 00 00 00 43 04 00 00 00 00 2E 00 	
271	0.00009064	prolog.exe	IRP_MJ_WRITE	Npdrv2	SUCCESS	Length 20: 10 FF 90 1C 00 0B 00 72 4A 03 00 01 04 4A 03 00 00 04 A0 A8 	
272	0.03943644	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: 10 	
273	0.00000220	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: FF 	
274	0.00000136	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: 90 	
275	0.00000132	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 4: 1C 00 0D 00 	
276	0.00000132	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 15: 72 48 04 1D 09 0F 01 47 04 00 10 07 10 54 2C 	
277	0.00000816	prolog.exe	IRP_MJ_WRITE	Npdrv2	SUCCESS	Length 37: 10 FF 90 1D 00 1C 00 61 04 05 FF FF 01 07 50 49 08 00 01 01 00 00 00 00 00 49 08 0F 0A 06 0F 3A 22 FD 02 36 83 	
278	0.04991540	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: 10 	
279	0.00000268	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: FF 	
280	0.00006904	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: 90 	
281	0.00000132	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 4: 1D 00 05 00 	
282	0.00000132	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 7: 61 49 00 30 00 96 30 	
283	0.00006112	prolog.exe	IRP_MJ_WRITE	Npdrv2	SUCCESS	Length 37: 10 FF 90 1E 00 1C 00 61 04 05 FF FF 02 07 50 49 08 00 01 01 00 00 00 00 00 49 08 0F 0A 06 0F 3A 22 FD 02 72 54 	
284	0.04947708	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: 10 	
285	0.00000336	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: FF 	
286	0.00000120	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 1: 90 	
287	0.00000112	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 4: 1E 00 05 00 	
288	0.00000124	prolog.exe	IRP_MJ_READ	Npdrv2	SUCCESS	Length 7: 61 49 00 30 00 BB 74 	
289	0.00000172	prolog.exe	IRP_MJ_CLEANUP	Npdrv2	SUCCESS		
290	0.06105092	prolog.exe	IRP_MJ_CLOSE	Npdrv2	SUCCESS		
